images,x,y,labels
L_09_05_16_DSC10150.JPG,4722.5,3368.5,3
L_09_05_16_DSC10150.JPG,4555.5,3373.5,3
L_09_05_16_DSC10150.JPG,4437.5,3427.5,3
L_09_05_16_DSC10150.JPG,3715.0,3323.5,3
L_09_05_16_DSC10150.JPG,3336.5,3218.5,3
L_09_05_16_DSC10150.JPG,3321.5,3068.5,3
L_09_05_16_DSC10150.JPG,3107.0,3034.5,3
L_09_05_16_DSC10150.JPG,2995.0,3455.5,3
L_09_05_16_DSC10150.JPG,2828.0,3863.5,3
L_09_05_16_DSC10150.JPG,3958.5,2547.5,3
L_09_05_16_DSC10150.JPG,4231.5,2167.0,3
L_09_05_16_DSC10150.JPG,2021.5,2791.5,3
L_09_05_16_DSC10150.JPG,1880.5,2306.0,3
L_09_05_16_DSC10150.JPG,1855.0,2485.5,3
L_09_05_16_DSC10150.JPG,1791.0,2428.5,3
L_09_05_16_DSC10150.JPG,1701.5,2626.5,3
L_09_05_16_DSC10150.JPG,1486.5,2832.5,3
L_09_05_16_DSC10150.JPG,1625.5,2485.0,3
L_09_05_16_DSC10150.JPG,1651.0,2343.5,3
L_09_05_16_DSC10150.JPG,1498.0,2303.0,3
L_09_05_16_DSC10150.JPG,1437.5,2574.0,3
L_09_05_16_DSC10150.JPG,1224.5,2357.5,3
L_09_05_16_DSC10150.JPG,1091.5,2336.5,3
L_09_05_16_DSC10150.JPG,964.0,2249.5,3
L_09_05_16_DSC10150.JPG,1037.5,2110.5,3
L_09_05_16_DSC10150.JPG,758.5,2099.0,3
L_09_05_16_DSC10150.JPG,1573.0,1713.0,3
L_09_05_16_DSC10150.JPG,1468.0,1581.5,3
L_09_05_16_DSC10150.JPG,844.0,1500.5,3
L_09_05_16_DSC10150.JPG,1503.5,1205.5,3
L_09_05_16_DSC10150.JPG,1413.5,250.5,3
L_09_05_16_DSC10150.JPG,1605.5,265.0,3
L_09_05_16_DSC10150.JPG,2303.0,440.0,3
L_09_05_16_DSC10150.JPG,1420.5,23.0,3
L_09_05_16_DSC10150.JPG,770.5,81.5,3
L_09_05_16_DSC10150.JPG,813.5,8.5,3
L_09_05_16_DSC10150.JPG,3267.5,752.5,3
L_09_05_16_DSC10150.JPG,3010.0,660.5,3
L_09_05_16_DSC10150.JPG,3496.5,344.0,3
L_09_05_16_DSC10150.JPG,2797.0,21.0,3
L_09_05_16_DSC10150.JPG,4109.5,566.5,3
L_09_05_16_DSC10150.JPG,4079.5,376.5,3
L_09_05_16_DSC10150.JPG,5468.0,859.5,3
L_09_05_16_DSC10150.JPG,5352.5,743.5,3
L_09_05_16_DSC10150.JPG,5139.0,1469.0,3
L_09_05_16_DSC10150.JPG,4729.5,1465.0,3
L_09_05_16_DSC10150.JPG,4114.0,1814.0,3
L_09_05_16_DSC10150.JPG,4005.0,1594.0,3
L_09_05_16_DSC10150.JPG,3857.5,1708.0,3
L_09_05_16_DSC10151.JPG,5428.0,2710.0,3
L_09_05_16_DSC10151.JPG,5546.0,2836.5,3
L_09_05_16_DSC10151.JPG,5191.5,3412.5,3
L_09_05_16_DSC10151.JPG,4792.5,3394.5,3
L_09_05_16_DSC10151.JPG,4172.0,3708.5,3
L_09_05_16_DSC10151.JPG,4069.5,3496.5,3
L_09_05_16_DSC10151.JPG,3926.0,3600.5,3
L_09_05_16_DSC10151.JPG,1725.0,3524.0,3
L_09_05_16_DSC10151.JPG,1627.0,3399.0,3
L_09_05_16_DSC10151.JPG,1061.5,3760.0,3
L_09_05_16_DSC10151.JPG,946.5,3849.5,3
L_09_05_16_DSC10151.JPG,1141.5,3985.0,3
L_09_05_16_DSC10151.JPG,1633.0,3040.0,3
L_09_05_16_DSC10151.JPG,615.5,2545.5,3
L_09_05_16_DSC10151.JPG,1559.0,2103.0,3
L_09_05_16_DSC10151.JPG,1741.5,2126.5,3
L_09_05_16_DSC10151.JPG,2425.0,2323.0,3
L_09_05_16_DSC10151.JPG,3121.5,2566.5,3
L_09_05_16_DSC10151.JPG,3373.5,2667.5,3
L_09_05_16_DSC10151.JPG,3606.0,2269.0,3
L_09_05_16_DSC10151.JPG,4188.5,2331.0,3
L_09_05_16_DSC10151.JPG,4203.0,2503.5,3
L_09_05_16_DSC10151.JPG,3576.5,1388.5,3
L_09_05_16_DSC10151.JPG,4128.0,969.5,3
L_09_05_16_DSC10151.JPG,3096.5,1685.5,3
L_09_05_16_DSC10151.JPG,2913.5,1928.5,3
L_09_05_16_DSC10151.JPG,2819.0,1612.0,3
L_09_05_16_DSC10151.JPG,2728.5,1370.0,3
L_09_05_16_DSC10151.JPG,2372.5,1720.0,3
L_09_05_16_DSC10151.JPG,2089.0,1467.0,3
L_09_05_16_DSC10151.JPG,2062.0,1703.5,3
L_09_05_16_DSC10151.JPG,1885.5,1550.0,3
L_09_05_16_DSC10151.JPG,1905.0,1842.5,3
L_09_05_16_DSC10151.JPG,1799.0,1737.5,3
L_09_05_16_DSC10151.JPG,1608.0,1782.5,3
L_09_05_16_DSC10151.JPG,1560.0,1883.0,3
L_09_05_16_DSC10151.JPG,1446.0,1714.5,3
L_09_05_16_DSC10151.JPG,1221.5,1781.5,3
L_09_05_16_DSC10151.JPG,987.5,1709.0,3
L_09_05_16_DSC10151.JPG,987.5,1850.0,3
L_09_05_16_DSC10151.JPG,948.0,1936.5,3
L_09_05_16_DSC10151.JPG,667.5,1531.5,3
L_09_05_16_DSC10151.JPG,2127.5,890.5,3
L_09_05_16_DSC10151.JPG,1972.5,1064.0,3
L_09_05_16_DSC10151.JPG,1903.5,974.0,3
L_09_05_16_DSC10151.JPG,1466.5,747.0,3
L_09_05_16_DSC10151.JPG,2808.0,583.5,3
L_09_05_16_DSC10151.JPG,2794.0,479.0,3
L_09_05_16_DSC10151.JPG,2531.0,206.5,3
L_09_05_16_DSC10151.JPG,2331.5,296.5,3
L_09_05_16_DSC10151.JPG,3070.0,301.5,3
L_09_05_16_DSC10151.JPG,3332.5,774.0,3
L_09_05_16_DSC10151.JPG,3142.5,881.5,3
L_09_05_16_DSC10151.JPG,4003.0,526.5,3
L_09_05_16_DSC10151.JPG,4146.0,807.5,3
L_09_05_16_DSC10151.JPG,4246.5,848.5,3
L_09_05_16_DSC10151.JPG,4617.0,684.5,3
L_09_05_16_DSC10151.JPG,4844.5,751.5,3
L_09_05_16_DSC10151.JPG,4265.0,102.0,3
L_09_05_16_DSC10151.JPG,4365.5,180.0,3
L_09_05_16_DSC10152.JPG,28.0,696.5,3
L_09_05_16_DSC10152.JPG,3405.0,331.5,3
L_09_05_16_DSC10152.JPG,3200.5,614.0,3
L_09_05_16_DSC10152.JPG,3238.0,747.5,3
L_09_05_16_DSC10152.JPG,3147.0,914.0,3
L_09_05_16_DSC10152.JPG,3069.0,870.5,3
L_09_05_16_DSC10152.JPG,2867.0,715.5,3
L_09_05_16_DSC10152.JPG,2808.5,791.5,3
L_09_05_16_DSC10152.JPG,2751.5,964.0,3
L_09_05_16_DSC10152.JPG,3842.0,704.0,3
L_09_05_16_DSC10152.JPG,3982.0,1085.5,3
L_09_05_16_DSC10152.JPG,4045.0,1221.0,3
L_09_05_16_DSC10152.JPG,3631.5,1365.5,3
L_09_05_16_DSC10152.JPG,3978.5,1788.0,3
L_09_05_16_DSC10152.JPG,4496.5,2035.5,3
L_09_05_16_DSC10152.JPG,4335.0,2038.0,3
L_09_05_16_DSC10152.JPG,4143.5,2052.0,3
L_09_05_16_DSC10152.JPG,4139.0,2343.5,3
L_09_05_16_DSC10152.JPG,4235.0,2418.5,3
L_09_05_16_DSC10152.JPG,3022.5,2096.0,3
L_09_05_16_DSC10152.JPG,3081.0,2234.0,3
L_09_05_16_DSC10152.JPG,3896.5,2767.0,3
L_09_05_16_DSC10152.JPG,2872.5,1495.0,3
L_09_05_16_DSC10152.JPG,2289.5,1631.5,3
L_09_05_16_DSC10152.JPG,1974.5,1601.5,3
L_09_05_16_DSC10152.JPG,1408.0,1772.0,3
L_09_05_16_DSC10152.JPG,932.5,1339.0,3
L_09_05_16_DSC10152.JPG,1111.5,1794.0,3
L_09_05_16_DSC10152.JPG,50.5,1974.5,3
L_09_05_16_DSC10152.JPG,1419.0,2248.5,3
L_09_05_16_DSC10152.JPG,2418.5,2466.5,3
L_09_05_16_DSC10152.JPG,2222.0,2560.0,3
L_09_05_16_DSC10152.JPG,2963.5,2555.0,3
L_09_05_16_DSC10152.JPG,2700.5,2736.0,3
L_09_05_16_DSC10152.JPG,2708.0,2840.0,3
L_09_05_16_DSC10152.JPG,3238.0,3014.0,3
L_09_05_16_DSC10152.JPG,3059.0,3122.5,3
L_09_05_16_DSC10152.JPG,4053.0,3029.5,3
L_09_05_16_DSC10152.JPG,4143.0,3068.5,3
L_09_05_16_DSC10152.JPG,4031.0,3187.5,3
L_09_05_16_DSC10152.JPG,4504.5,2898.5,3
L_09_05_16_DSC10152.JPG,4729.0,2961.5,3
L_09_05_16_DSC10152.JPG,3503.5,3607.5,3
L_09_05_16_DSC10152.JPG,3035.0,3890.5,3
L_09_05_16_DSC10152.JPG,2772.0,3830.0,3
L_09_05_16_DSC10152.JPG,2668.5,3614.0,3
L_09_05_16_DSC10152.JPG,2327.5,3941.5,3
L_09_05_16_DSC10152.JPG,2032.5,3703.0,3
L_09_05_16_DSC10152.JPG,2013.5,3935.5,3
L_09_05_16_DSC10152.JPG,1832.0,3786.0,3
L_09_05_16_DSC10152.JPG,1756.0,3966.5,3
L_09_05_16_DSC10152.JPG,2047.0,3145.0,3
L_09_05_16_DSC10152.JPG,1905.0,3317.0,3
L_09_05_16_DSC10152.JPG,1824.5,3221.0,3
L_09_05_16_DSC10152.JPG,1372.5,3002.5,3
L_09_05_16_DSC10152.JPG,1392.5,3955.5,3
L_09_05_16_DSC10152.JPG,915.0,3960.0,3
L_09_05_16_DSC10152.JPG,582.0,3796.5,3
L_09_05_16_DSC10153.JPG,432.5,797.0,3
L_09_05_16_DSC10153.JPG,443.5,1114.0,3
L_09_05_16_DSC10153.JPG,356.5,1227.5,3
L_09_05_16_DSC10153.JPG,115.0,1237.0,3
L_09_05_16_DSC10153.JPG,1863.5,2083.0,3
L_09_05_16_DSC10153.JPG,2861.5,1810.5,3
L_09_05_16_DSC10153.JPG,3129.5,2373.0,3
L_09_05_16_DSC10153.JPG,3497.0,2783.0,3
L_09_05_16_DSC10153.JPG,2903.0,2670.5,3
L_09_05_16_DSC10153.JPG,2979.0,2799.5,3
L_09_05_16_DSC10153.JPG,2615.5,2791.0,3
L_09_05_16_DSC10153.JPG,2557.5,2852.5,3
L_09_05_16_DSC10153.JPG,2507.5,3020.5,3
L_09_05_16_DSC10153.JPG,2816.5,2915.5,3
L_09_05_16_DSC10153.JPG,2898.5,2956.0,3
L_09_05_16_DSC10153.JPG,3701.0,3090.5,3
L_09_05_16_DSC10153.JPG,3763.0,3212.0,3
L_09_05_16_DSC10153.JPG,3380.5,3359.0,3
L_09_05_16_DSC10153.JPG,2654.0,3516.0,3
L_09_05_16_DSC10153.JPG,2081.5,3674.0,3
L_09_05_16_DSC10153.JPG,1764.5,3657.0,3
L_09_05_16_DSC10153.JPG,1196.5,3856.5,3
L_09_05_16_DSC10153.JPG,666.5,3458.0,3
L_09_05_16_DSC10153.JPG,880.0,3898.5,3
L_09_05_16_DSC10153.JPG,4486.0,3228.0,3
L_09_05_16_DSC10153.JPG,4659.0,3273.5,3
L_09_05_16_DSC10153.JPG,4201.5,3919.0,3
L_09_05_16_DSC10153.JPG,4058.5,3935.5,3
L_09_05_16_DSC10153.JPG,3719.0,3725.5,3
L_09_05_16_DSC10153.JPG,3874.5,3954.0,3
L_09_05_16_DSC10154.JPG,2978.5,3959.0,3
L_09_05_16_DSC10154.JPG,553.5,3202.0,3
L_09_05_16_DSC10154.JPG,647.5,3102.0,3
L_09_05_16_DSC10154.JPG,315.5,3200.0,3
L_09_05_16_DSC10154.JPG,669.0,2804.5,3
L_09_05_16_DSC10154.JPG,18.5,2584.5,3
L_09_05_16_DSC10154.JPG,699.5,1795.0,3
L_09_05_16_DSC10154.JPG,205.5,325.5,1
L_09_05_16_DSC10154.JPG,172.5,353.0,1
L_09_05_16_DSC10155.JPG,402.5,2864.0,1
L_09_05_16_DSC10155.JPG,371.5,2883.5,1
L_09_05_16_DSC10155.JPG,273.5,1067.5,3
L_09_05_16_DSC10156.JPG,231.0,3401.5,3
L_09_05_16_DSC10176.JPG,1191.5,912.5,2
L_09_05_16_DSC10176.JPG,813.5,734.0,2
L_09_05_16_DSC10176.JPG,295.0,263.0,2
L_09_05_16_DSC10176.JPG,530.0,920.5,2
L_09_05_16_DSC10176.JPG,576.5,1066.0,2
L_09_05_16_DSC10176.JPG,1029.5,1423.0,2
L_09_05_16_DSC10176.JPG,796.0,1418.0,2
L_09_05_16_DSC10176.JPG,639.5,1689.5,2
L_09_05_16_DSC10176.JPG,584.5,1676.0,2
L_09_05_16_DSC10176.JPG,425.5,1672.5,2
L_09_05_16_DSC10176.JPG,499.5,1718.5,2
L_09_05_16_DSC10176.JPG,670.0,1809.5,2
L_09_05_16_DSC10176.JPG,703.5,1834.5,2
L_09_05_16_DSC10176.JPG,718.0,1863.5,2
L_09_05_16_DSC10176.JPG,631.0,1880.5,2
L_09_05_16_DSC10176.JPG,454.5,1835.5,2
L_09_05_16_DSC10176.JPG,443.5,1877.5,2
L_09_05_16_DSC10177.JPG,446.0,849.5,2
L_09_05_16_DSC10177.JPG,383.5,968.0,2
L_09_05_16_DSC10177.JPG,330.5,1057.5,2
L_09_05_16_DSC10177.JPG,284.0,1147.5,2
L_09_05_16_DSC10177.JPG,444.5,1202.0,2
L_09_05_16_DSC10177.JPG,422.0,1252.5,2
L_09_05_16_DSC10177.JPG,476.5,1255.0,2
L_09_05_16_DSC10177.JPG,319.5,1225.0,2
L_09_05_16_DSC10177.JPG,550.0,1327.5,2
L_09_05_16_DSC10177.JPG,326.0,1327.0,2
L_09_05_16_DSC10177.JPG,383.0,1368.0,2
L_09_05_16_DSC10177.JPG,423.5,1389.5,2
L_09_05_16_DSC10177.JPG,449.0,1462.5,2
L_09_05_16_DSC10177.JPG,342.5,1390.0,2
L_09_05_16_DSC10177.JPG,305.5,1399.5,2
L_09_05_16_DSC10177.JPG,327.0,1490.5,2
L_09_05_16_DSC10177.JPG,397.5,1589.5,2
L_09_05_16_DSC10177.JPG,397.5,1646.0,2
L_09_05_16_DSC10177.JPG,372.5,1900.0,2
L_09_05_16_DSC10177.JPG,122.0,1916.0,2
L_09_05_16_DSC10177.JPG,160.0,1961.5,2
L_09_05_16_DSC10177.JPG,178.0,2450.0,2
L_09_05_16_DSC10177.JPG,643.5,2955.0,2
L_09_05_16_DSC10177.JPG,315.5,3121.5,2
L_09_05_16_DSC10177.JPG,1012.0,3191.5,2
L_09_05_16_DSC10177.JPG,359.5,3284.0,2
L_09_05_16_DSC10177.JPG,780.5,3700.5,2
L_09_05_16_DSC10177.JPG,521.0,3664.5,2
L_09_05_16_DSC10177.JPG,311.5,3959.0,2
L_09_05_16_DSC10177.JPG,255.5,3943.0,2
L_09_05_16_DSC10177.JPG,152.0,3972.5,2
L_09_05_16_DSC10177.JPG,72.0,3925.0,2
L_09_05_16_DSC10178.JPG,368.0,3099.5,2
L_09_05_16_DSC10178.JPG,288.0,3217.0,2
L_09_05_16_DSC10178.JPG,231.5,3318.5,2
L_09_05_16_DSC10178.JPG,180.0,3407.5,2
L_09_05_16_DSC10178.JPG,200.0,3488.5,2
L_09_05_16_DSC10178.JPG,336.0,3468.5,2
L_09_05_16_DSC10178.JPG,364.0,3521.5,2
L_09_05_16_DSC10178.JPG,309.5,3529.5,2
L_09_05_16_DSC10178.JPG,434.0,3603.0,2
L_09_05_16_DSC10178.JPG,315.5,3749.5,2
L_09_05_16_DSC10178.JPG,282.5,3628.0,2
L_09_05_16_DSC10178.JPG,298.5,3670.0,2
L_09_05_16_DSC10178.JPG,200.5,3599.5,2
L_09_05_16_DSC10178.JPG,211.0,3669.0,2
L_09_05_16_DSC10178.JPG,168.0,3679.5,2
L_09_05_16_DSC10178.JPG,186.0,3773.0,2
L_09_05_16_DSC10178.JPG,246.0,3891.0,2
L_09_05_16_DSC10178.JPG,237.5,3960.5,2
L_09_05_16_DSC10180.JPG,2104.5,862.5,4
L_09_05_16_DSC10180.JPG,1990.5,918.5,4
L_09_05_16_DSC10181.JPG,2177.0,2961.5,4
L_09_05_16_DSC10181.JPG,2135.0,3038.0,4
L_09_05_16_DSC10189.JPG,2261.0,715.5,4
L_09_05_16_DSC10189.JPG,2210.5,823.0,4
L_09_05_16_DSC10189.JPG,2177.0,830.5,4
L_09_05_16_DSC10189.JPG,2107.0,850.5,4
L_09_05_16_DSC10189.JPG,2057.5,876.5,4
L_09_05_16_DSC10189.JPG,2027.0,964.0,4
L_09_05_16_DSC10189.JPG,2043.0,1006.0,4
L_09_05_16_DSC10190.JPG,2583.0,3147.5,4
L_09_05_16_DSC10190.JPG,2526.5,3244.5,4
L_09_05_16_DSC10190.JPG,2491.0,3254.5,4
L_09_05_16_DSC10190.JPG,2423.5,3255.0,4
L_09_05_16_DSC10190.JPG,2373.5,3276.5,4
L_09_05_16_DSC10190.JPG,2340.5,3366.0,4
L_09_05_16_DSC10190.JPG,2346.0,3416.5,4
L_09_05_16_DSC10238.JPG,4860.5,1316.0,5
L_09_05_16_DSC10238.JPG,5498.0,1023.0,5
L_09_05_16_DSC10238.JPG,4929.5,733.0,5
L_09_05_16_DSC10239.JPG,4776.0,3489.0,5
L_09_05_16_DSC10239.JPG,4834.5,2930.5,5
L_09_05_16_DSC10239.JPG,5403.0,3210.0,5
L_09_05_16_DSC10239.JPG,3224.5,1748.5,4
L_09_05_16_DSC10240.JPG,3199.5,3911.0,4
L_10_05_16_DSC01077.JPG,2779.0,950.5,3
L_10_05_16_DSC01077.JPG,2708.5,891.0,3
L_10_05_16_DSC01142.JPG,2849.0,971.0,4
L_10_05_16_DSC01142.JPG,2331.0,1174.5,4
L_10_05_16_DSC01142.JPG,2402.0,1330.0,4
L_10_05_16_DSC01142.JPG,2441.5,1393.0,4
L_10_05_16_DSC01142.JPG,2255.5,1308.0,4
L_10_05_16_DSC01142.JPG,2290.0,1448.0,4
L_10_05_16_DSC01143.JPG,388.5,1763.0,4
L_10_05_16_DSC01143.JPG,505.5,1843.5,4
L_10_05_16_DSC01159.JPG,1444.0,317.0,4
L_10_05_16_DSC01159.JPG,1412.0,175.0,4
L_10_05_16_DSC01159.JPG,1403.0,51.0,4
L_10_05_16_DSC01204.JPG,2072.0,117.0,1
L_10_05_16_DSC01205.JPG,1618.0,2116.0,1
L_10_05_16_DSC01207.JPG,4259.0,1644.5,1
L_10_05_16_DSC01209.JPG,2407.0,1459.0,1
L_10_05_16_DSC01216.JPG,493.5,1556.5,5
L_10_05_16_DSC01217.JPG,202.0,3641.0,5
L_10_05_16_DSC01222.JPG,3093.5,33.5,1
L_10_05_16_DSC01223.JPG,3024.0,2278.5,1
L_10_05_16_DSC01230.JPG,1471.0,1731.5,1
L_10_05_16_DSC01230.JPG,1320.0,1832.5,1
L_10_05_16_DSC01230.JPG,663.0,1643.5,1
L_10_05_16_DSC01231.JPG,1484.0,3855.5,1
L_10_05_16_DSC01231.JPG,1333.5,3952.5,1
L_10_05_16_DSC01231.JPG,651.5,3743.5,1
L_10_05_16_DSC01236.JPG,5879.0,1442.5,1
L_10_05_16_DSC01262.JPG,1182.5,2084.0,1
L_10_05_16_DSC01290.JPG,1959.0,881.0,1
L_10_05_16_DSC01291.JPG,1615.0,2696.0,1
L_10_05_16_DSC01294.JPG,858.0,498.5,3
L_10_05_16_DSC01295.JPG,5835.0,180.0,3
L_10_05_16_DSC01295.JPG,1095.5,2557.0,3
L_10_05_16_DSC01296.JPG,4348.5,1942.5,3
L_10_05_16_DSC01296.JPG,5277.5,2266.0,3
L_10_05_16_DSC01296.JPG,5418.0,2473.5,3
L_10_05_16_DSC01296.JPG,733.0,3982.5,3
L_10_05_16_DSC01311.JPG,2067.0,81.5,3
L_10_05_16_DSC01312.JPG,2191.5,2029.5,3
L_10_05_16_DSC01352.JPG,1750.5,309.5,4
L_10_05_16_DSC01352.JPG,1516.0,447.5,4
L_10_05_16_DSC01353.JPG,1314.5,2100.0,4
L_10_05_16_DSC01353.JPG,1056.5,2211.5,4
L_10_05_16_DSC01370.JPG,4825.5,905.0,4
L_10_05_16_DSC01370.JPG,4688.0,1075.5,4
L_10_05_16_DSC01370.JPG,4451.5,596.0,4
L_10_05_16_DSC01371.JPG,4292.0,2926.5,4
L_10_05_16_DSC01371.JPG,4488.5,2743.0,4
L_10_05_16_DSC01371.JPG,4117.0,2466.5,4
L_10_05_16_DSC01384.JPG,4927.5,366.0,4
L_10_05_16_DSC01384.JPG,4804.5,451.0,4
L_10_05_16_DSC01385.JPG,3579.5,2003.0,4
L_10_05_16_DSC01385.JPG,3492.0,2085.0,4
L_10_05_16_DSC01391.JPG,3036.5,1479.5,5
L_10_05_16_DSC01392.JPG,2748.0,3164.5,5
L_10_05_16_DSC01480.JPG,4425.0,2208.5,4
L_10_05_16_DSC01484.JPG,311.0,758.0,3
L_10_05_16_DSC01485.JPG,875.5,2691.0,3
L_10_05_16_DSC01488.JPG,3308.5,3432.5,3
L_10_05_16_DSC01488.JPG,5783.0,1465.0,3
L_10_05_16_DSC01491.JPG,3245.0,721.0,3
L_10_05_16_DSC01492.JPG,3589.0,2750.0,3
L_10_05_16_DSC01493.JPG,4141.5,359.5,3
L_10_05_16_DSC01494.JPG,4635.5,2472.5,3
L_10_05_16_DSC01496.JPG,3928.5,418.5,3
L_10_05_16_DSC01497.JPG,4308.5,2753.5,3
L_10_05_16_DSC01504.JPG,2509.5,325.5,3
L_10_05_16_DSC01505.JPG,2784.0,2451.5,3
L_10_05_16_DSC01505.JPG,4776.5,1354.5,3
L_10_05_16_DSC01506.JPG,4940.0,3622.5,3
L_10_05_16_DSC01506.JPG,5925.5,106.5,3
L_10_05_16_DSC01507.JPG,5921.5,87.5,3
L_10_05_16_DSC01507.JPG,5845.5,200.0,3
L_10_05_16_DSC01508.JPG,5982.0,2821.0,3
L_10_05_16_DSC01508.JPG,5758.5,2644.0,3
L_10_05_16_DSC01508.JPG,5815.5,2541.0,3
L_10_05_16_DSC01508.JPG,5604.5,2393.5,3
L_10_05_16_DSC01508.JPG,5687.5,1705.5,3
L_10_05_16_DSC01508.JPG,5068.0,904.0,3
L_10_05_16_DSC01508.JPG,5938.5,2863.5,3
L_10_05_16_DSC01509.JPG,5503.5,3031.0,3
L_10_05_16_DSC01509.JPG,2540.0,858.0,3
L_10_05_16_DSC01509.JPG,2942.0,410.5,3
L_10_05_16_DSC01509.JPG,2360.5,110.0,3
L_10_05_16_DSC01509.JPG,2012.0,235.0,3
L_10_05_16_DSC01510.JPG,3092.0,2906.5,3
L_10_05_16_DSC01510.JPG,2620.0,2358.0,3
L_10_05_16_DSC01510.JPG,2501.5,2544.0,3
L_10_05_16_DSC01510.JPG,2182.0,2649.5,3
L_10_05_16_DSC01510.JPG,608.0,1371.5,3
L_10_05_16_DSC01510.JPG,1425.5,970.0,3
L_10_05_16_DSC01510.JPG,610.5,553.5,3
L_10_05_16_DSC01510.JPG,494.0,312.5,3
L_10_05_16_DSC01510.JPG,257.5,314.5,3
L_10_05_16_DSC01510.JPG,47.0,297.0,3
L_10_05_16_DSC01510.JPG,2663.5,3364.5,3
L_10_05_16_DSC01511.JPG,1534.0,3107.0,3
L_10_05_16_DSC01511.JPG,750.5,3578.5,3
L_10_05_16_DSC01511.JPG,722.5,2626.0,3
L_10_05_16_DSC01511.JPG,620.0,2381.5,3
L_10_05_16_DSC01511.JPG,377.5,2380.5,3
L_10_05_16_DSC01511.JPG,182.5,2365.0,3
L_10_05_16_DSC01511.JPG,63.5,2367.5,3
L_10_05_16_DSC01511.JPG,4317.0,1395.5,3
L_10_05_16_DSC01512.JPG,4366.5,3197.5,3
L_10_05_16_DSC01525.JPG,3356.5,979.0,1
L_10_05_16_DSC01526.JPG,3621.0,3120.0,1
L_10_05_16_DSC01529.JPG,5060.0,145.0,2
L_10_05_16_DSC01529.JPG,5041.0,190.5,2
L_10_05_16_DSC01530.JPG,5508.5,2605.0,2
L_10_05_16_DSC01530.JPG,5487.0,2647.5,2
L_10_05_16_DSC01547.JPG,2279.5,2047.0,3
L_10_05_16_DSC01566.JPG,4986.5,1506.5,1
L_10_05_16_DSC01566.JPG,5760.5,2295.0,1
L_10_05_16_DSC01567.JPG,5653.5,3763.0,1
L_10_05_16_DSC01569.JPG,4305.0,1714.0,1
L_10_05_16_DSC01570.JPG,3903.5,1889.0,1
L_10_05_16_DSC01570.JPG,3730.5,1790.0,1
L_10_05_16_DSC01570.JPG,4020.5,1582.0,1
L_10_05_16_DSC01570.JPG,4023.5,1606.5,1
L_10_05_16_DSC01570.JPG,3901.5,1611.5,1
L_10_05_16_DSC01570.JPG,4635.5,857.0,1
L_10_05_16_DSC01570.JPG,4643.0,827.5,1
L_10_05_16_DSC01570.JPG,3689.0,440.0,1
L_10_05_16_DSC01570.JPG,3657.0,433.0,1
L_10_05_16_DSC01570.JPG,3596.0,532.0,1
L_10_05_16_DSC01570.JPG,3558.0,519.0,1
L_10_05_16_DSC01570.JPG,2351.0,860.0,1
L_10_05_16_DSC01570.JPG,1631.5,1118.5,1
L_10_05_16_DSC01570.JPG,1615.0,1183.0,1
L_10_05_16_DSC01570.JPG,1312.5,879.5,1
L_10_05_16_DSC01570.JPG,1361.5,219.0,1
L_10_05_16_DSC01570.JPG,1376.5,291.5,1
L_10_05_16_DSC01570.JPG,1313.5,307.5,1
L_10_05_16_DSC01570.JPG,417.0,294.0,1
L_10_05_16_DSC01570.JPG,312.5,50.0,1
L_10_05_16_DSC01570.JPG,288.0,24.5,1
L_10_05_16_DSC01570.JPG,3505.5,185.0,3
L_10_05_16_DSC01570.JPG,2854.5,221.0,3
L_10_05_16_DSC01570.JPG,2581.0,17.0,3
L_10_05_16_DSC01570.JPG,2191.0,432.5,3
L_10_05_16_DSC01570.JPG,2137.5,947.0,3
L_10_05_16_DSC01570.JPG,2041.5,928.0,3
L_10_05_16_DSC01571.JPG,2705.0,471.0,1
L_10_05_16_DSC01571.JPG,2665.5,444.0,1
L_10_05_16_DSC01571.JPG,2605.0,406.5,1
L_10_05_16_DSC01571.JPG,2554.5,441.5,1
L_10_05_16_DSC01571.JPG,2611.5,955.0,1
L_10_05_16_DSC01571.JPG,2555.0,975.5,1
L_10_05_16_DSC01571.JPG,4187.5,1161.5,1
L_10_05_16_DSC01571.JPG,4230.0,1172.0,1
L_10_05_16_DSC01571.JPG,4318.0,1167.0,1
L_10_05_16_DSC01571.JPG,4339.5,1210.5,1
L_10_05_16_DSC01571.JPG,4463.0,1320.0,1
L_10_05_16_DSC01571.JPG,4023.5,1749.0,1
L_10_05_16_DSC01571.JPG,4062.5,1754.5,1
L_10_05_16_DSC01571.JPG,3644.0,2066.0,1
L_10_05_16_DSC01571.JPG,3172.0,1931.0,1
L_10_05_16_DSC01571.JPG,3030.5,1975.5,1
L_10_05_16_DSC01571.JPG,3061.5,2028.5,1
L_10_05_16_DSC01571.JPG,2977.5,1912.5,1
L_10_05_16_DSC01571.JPG,2911.5,1746.0,1
L_10_05_16_DSC01571.JPG,4576.5,2091.5,1
L_10_05_16_DSC01571.JPG,4778.0,2112.0,1
L_10_05_16_DSC01571.JPG,4840.0,2142.0,1
L_10_05_16_DSC01571.JPG,4835.0,2234.5,1
L_10_05_16_DSC01571.JPG,4922.0,2291.0,1
L_10_05_16_DSC01571.JPG,4642.5,2256.0,1
L_10_05_16_DSC01571.JPG,4610.0,2328.0,1
L_10_05_16_DSC01571.JPG,5468.0,2018.5,1
